close,high,low,open,timestamp,volume,symbol,date_key_int,time_key
179.62,179.8,170.82,171.6,1590969600,15085297,TSLA,20200531,20:00:00
176.31199999999998,181.732,174.2,178.94,1591056000,13565596,TSLA,20200601,20:00:00
176.592,179.58800000000002,176.02,177.624,1591142400,7949469,TSLA,20200602,20:00:00
172.876,179.15,171.68800000000002,177.976,1591228800,8887713,TSLA,20200603,20:00:00
177.132,177.304,173.24,175.568,1591315200,7811917,TSLA,20200604,20:00:00
189.98399999999998,190.0,181.832,183.8,1591574400,14174727,TSLA,20200607,20:00:00
188.134,190.88798,184.7862,188.002,1591660800,11388154,TSLA,20200608,20:00:00
205.01,205.496,196.5,198.376,1591747200,18563413,TSLA,20200609,20:00:00
194.568,203.79198,194.4,198.04000000000002,1591833600,15916482,TSLA,20200610,20:00:00
187.05599999999998,197.596,182.52,196.0,1591920000,16763374,TSLA,20200611,20:00:00
198.18,199.768,181.7,183.558,1592179200,15697178,TSLA,20200614,20:00:00
196.426,202.576,192.478,202.37,1592265600,14051078,TSLA,20200615,20:00:00
198.358,201.0,196.51420000000002,197.542,1592352000,9890800,TSLA,20200616,20:00:00
200.792,203.84,198.89416,200.6,1592438400,9751936,TSLA,20200617,20:00:00
200.18,203.19398,198.268,202.55599999999998,1592524800,8679749,TSLA,20200618,20:00:00
198.864,201.776,198.004,199.99,1592784000,6362350,TSLA,20200621,20:00:00
200.356,202.4,198.80202,199.776,1592870400,6365271,TSLA,20200622,20:00:00
192.17000000000002,200.17692,190.62828,198.822,1592956800,10959593,TSLA,20200623,20:00:00
197.196,197.196,187.43,190.85399999999998,1593043200,9254549,TSLA,20200624,20:00:00
191.948,199.0,190.974,198.956,1593129600,8854908,TSLA,20200625,20:00:00
201.87,202.0,189.70401999999999,193.802,1593388800,9026404,TSLA,20200628,20:00:00
215.962,217.538,200.746,201.3,1593475200,16918501,TSLA,20200629,20:00:00
223.92600000000002,227.06599999999997,216.1,216.6,1593561600,13326896,TSLA,20200630,20:00:00
241.73200000000003,245.6,237.11999999999998,244.296,1593648000,17250115,TSLA,20200701,20:00:00
274.316,275.558,253.20880000000002,255.33800000000002,1593993600,20569864,TSLA,20200705,20:00:00
277.972,285.9,267.342,281.002,1594080000,21489661,TSLA,20200706,20:00:00
273.17600000000004,283.452,262.268,281.0,1594166400,16311312,TSLA,20200707,20:00:00
278.856,281.712,270.256,279.398,1594252800,11717598,TSLA,20200708,20:00:00
308.93,309.783,275.20202,279.2,1594339200,23337553,TSLA,20200709,20:00:00
299.412,358.998,294.22202000000004,331.8,1594598400,38985362,TSLA,20200712,20:00:00
303.36,318.0,286.2,311.2,1594684800,23418140,TSLA,20200713,20:00:00
309.202,310.0,291.4,308.6,1594771200,16367829,TSLA,20200714,20:00:00
300.12800000000004,306.342,293.2,295.432,1594857600,14300785,TSLA,20200715,20:00:00
300.168,307.502,298.0,302.69,1594944000,9329972,TSLA,20200716,20:00:00
328.6,330.0,297.6,303.802,1595203200,17121367,TSLA,20200719,20:00:00
313.67199999999997,335.0,311.6,327.986,1595289600,16157280,TSLA,20200720,20:00:00
318.466,325.284,312.4,319.8,1595376000,14161080,TSLA,20200721,20:00:00
302.614,337.8,296.154,335.79,1595462400,24328504,TSLA,20200722,20:00:00
283.4,293.0,273.30802,283.202,1595548800,19396616,TSLA,20200723,20:00:00
307.91999999999996,309.588,282.60006,287.0,1595808000,16048669,TSLA,20200726,20:00:00
295.298,312.94,294.884,300.8,1595894400,15808700,TSLA,20200727,20:00:00
299.822,306.962,297.4,300.2,1595980800,9426893,TSLA,20200728,20:00:00
297.498,302.648,294.2,297.6,1596067200,7621039,TSLA,20200729,20:00:00
286.152,303.40999999999997,284.196,303.0,1596153600,12246960,TSLA,20200730,20:00:00
297.0,301.96202,288.87687999999997,289.84000000000003,1596412800,8809346,TSLA,20200802,20:00:00
297.4,305.482,292.4,299.002,1596499200,8414990,TSLA,20200803,20:00:00
297.004,299.96768000000003,293.662,298.598,1596585600,4978015,TSLA,20200804,20:00:00
297.916,303.462,295.452,298.166,1596672000,5992313,TSLA,20200805,20:00:00
290.54200000000003,299.95,283.002,299.90729999999996,1596758400,8896420,TSLA,20200806,20:00:00
283.714,291.5,277.168,289.6,1597017600,7522264,TSLA,20200809,20:00:00
274.87800000000004,284.0,273.0,279.2,1597104000,8625834,TSLA,20200810,20:00:00
310.952,317.0,287.0,294.0,1597190400,21898834,TSLA,20200811,20:00:00
324.2,330.236,313.452,322.2,1597276800,20425308,TSLA,20200812,20:00:00
330.142,333.76,325.32800000000003,332.998,1597363200,12577614,TSLA,20200813,20:00:00
367.12800000000004,369.17199999999997,334.566,335.4,1597622400,20242323,TSLA,20200816,20:00:00
377.418,384.78000000000003,369.022,379.798,1597708800,16474491,TSLA,20200817,20:00:00
375.706,382.2,368.242,373.0,1597795200,12205331,TSLA,20200818,20:00:00
400.366,404.398,371.412,372.136,1597881600,20611796,TSLA,20200819,20:00:00
409.996,419.09799999999996,405.01,408.952,1597968000,21489559,TSLA,20200820,20:00:00
402.84000000000003,425.8,385.504,425.255,1598227200,20063621,TSLA,20200823,20:00:00
404.668,405.59000000000003,393.6,394.978,1598313600,10658893,TSLA,20200824,20:00:00
430.634,433.2,410.72582,412.0,1598400000,14239382,TSLA,20200825,20:00:00
447.75,459.12,428.5,436.092,1598486400,23693043,TSLA,20200826,20:00:00
442.68,463.698,437.304,459.024,1598572800,20081176,TSLA,20200827,20:00:00
475.05,502.49,470.51,502.14,1598918400,90119419,TSLA,20200831,20:00:00
447.37,479.04,405.1206,478.99,1599004800,96176128,TSLA,20200901,20:00:00
407.0,431.8,402.0,407.23,1599091200,87596086,TSLA,20200902,20:00:00
418.32,428.0,372.0201,402.81,1599177600,110321885,TSLA,20200903,20:00:00
330.21,368.74,329.88,356.0,1599523200,115465691,TSLA,20200907,20:00:00
